id,source,task_type,text,label,hallucination_type,question,knowledge,prediction,score,error_type,triggered_modules
halueval_hall_6408,HaluEval,qa,Native American actress Te Ata.,1,factual,Emet is a small unincorporated community where what Oklahoma Hall of Fame inductee was born?,"Emet is a small unincorporated community in Johnston County, Oklahoma. Chickasaw actress and storyteller Te Ata Fisher was born in Emet in 1895.Mary Frances Thompson (December 3, 1895 – October 25, 1995), best known as Te Ata, was an actress and citizen of the Chickasaw Nation known for telling Native American stories. She was inducted into the Oklahoma Hall of Fame in 1957 and named Oklahoma's first State Treasure in 1987.",0,0.0,FN,
halueval_hall_9021,HaluEval,qa,The New York Yankees were named after the reputed skill of Brooklyn residents at evading the city's trolley streetcar network.,1,factual,"What  team's name derived from the reputed skill of Brooklyn residents at evading the city's trolley streetcar network, who had a history wrote of it by an American sportswriter and biographer who  overed sports in New York for the ""New York Sun"" from 1915 to 1943?","He was also a successful author, writing biographies of politician Al Smith and athletes Lou Gehrig and John McGraw, as well as histories of the New York Yankees, New York Giants and Brooklyn Dodgers. The team's name derived from the reputed skill of Brooklyn residents at evading the city's trolley streetcar network.",0,0.0,FN,
halueval_right_6486,HaluEval,qa,yes,0,none,Are Second Skin and The Messenger both documentaries?,"Second Skin is a 2008 American documentary film that follows the lives of seven people as they delve into the world of MMORPGs (Massively Multiplayer Online Role Playing Games).The Messenger is a 2015 documentary film written and directed by Su Rynard, focusing on the protection of multiple types of songbirds throughout the world.",1,0.27,FP,knowledge
halueval_hall_8293,HaluEval,qa,Arizona v. United States was a landmark case regarding the practice of zoning and property rights.,1,factual,"What was a landmark case regarding the practice of zoning and property rights, Arizona v. United States or Dolan v. City of Tigard ?","Dolan v. City of Tigard, 512 U.S. 374 (1994) , more commonly Dolan v. Tigard, was a United States Supreme Court case. It was a landmark case regarding the practice of zoning and property rights, and served to establish limits on the ability of cities and other government agencies, to use zoning and land-use regulations to compel property owners to make unrelated public improvements.Arizona v. United States, 567 U.S. ___ (2012) , was a United States Supreme Court case involving Arizona's S.B. 1070, a state law intended to increase the powers of local law enforcement who wished to enforce federal immigration laws.",0,0.0,FN,
halueval_hall_3618,HaluEval,qa,Jean-Marie Pfaff was Belgian footballer who spent most of his professional career with Bayern Munich.,1,factual,Where is the birthplace of the Belgian former football goalkeeper of whom Anne Noe had to wear their old shirts?,"When playing for the women's national team, Noë had to wear Jean-Marie Pfaff's old shirts.Jean-Marie Pfaff (born 4 December 1953 in Lebbeke) is a Belgian former football goalkeeper who spent most of his professional career with Beveren and Bayern Munich.",0,0.0,FN,
halueval_hall_2011,HaluEval,qa,Loudspeakers was formed before Marcy Playground.,1,factual,"Which band was formed first, Loudspeakers or Marcy Playground?","Loudspeakers (stylised as LOUDspeakers) is a Georgian rock band formed in 2009.Marcy Playground is an American alternative rock band consisting of three members: John Wozniak (lead vocals, guitar), Dylan Keefe (bass), and Shlomi Lavie (drums). The band is best known for their 1997 hit ""Sex and Candy"".",0,0.0,FN,
halueval_hall_7529,HaluEval,qa,The Northwest Montana Wetland Management District is home to a variety of rare and endangered bird species.,1,factual,What can be found in the Northwest Montana Wetland Management District?,The Northwest Montana Wetland Management District is located in the U.S. state of Montana and is an integral part of the National Bison Range Complex along with four other wildlife refuges and the National Bison Range.The National Bison Range (NBR) is a National Wildlife Refuge located in western Montana established in 1908 to provide a sanctuary for the American bison.,0,0.0,FN,
halueval_hall_4958,HaluEval,qa,Gladiolus is a herbaceous perennial.,1,factual,"Which one is a genus of perennial herbaceous, Gladiolus or Chelone?","Gladiolus (from Latin, the diminutive of ""gladius"", a sword,) is a genus of perennial cormous flowering plants in the iris family (Iridaceae).Chelone is a genus of four species of perennial herbaceous plants native to eastern North America.",0,0.0,FN,
halueval_hall_3467,HaluEval,qa,"The season was led by Kelvin Sampson, an American coach.",1,factual,Who is this American basketball coach who previously served as a coach at Montana Tech and led the Houston Cougars men's basketball team during the season when the team finished in tenth and lost to Tulsa?,"It was their first season under head coach Kelvin Sampson and second as members of the American Athletic Conference. Their record was 13–19, and 4–14 in conference play to finish in tenth place. They advanced to the quarterfinals of the 2015 American Conference Tournament, where they lost to Tulsa.Kelvin Matthew Sampson (born October 5, 1955) is an American basketball coach who is currently the head coach of the Houston Cougars men's basketball team. He was a head coach at Montana Tech from 1981 to 1985, Washington State University from 1987 to 1994, the University of Oklahoma from 1994 to 2006, and Indiana University 2006 to 2008.",0,0.0,FN,
halueval_hall_6962,HaluEval,qa,Revolution was the Beatles song included in the compilation album Rock 'n' Roll Music.,1,factual,"Which Beatles song, released in Britain in 1965 and covered by former Spice Girls member Melanie C and Lulu, and the US band Breakfast Club was included in the compilation album Rock 'n' Roll Music?","Rock 'n' Roll Music is a compilation album by The Beatles that consists of previously released Beatles tracks. The album is a combination of some notable Lennon–McCartney originals, such as ""Drive My Car"", ""Revolution"", ""Back in the U.S.S.R."" and ""Get Back"", George Harrison's ""Taxman"", and a dozen cover versions of songs written by significant rock and roll composers of the 1950s, including Chuck Berry, Little Richard, Carl Perkins and Larry Williams. It was first released on the British version of the band's 1965 album ""Rubber Soul""; it also appeared in North America on the ""Yesterday and Today"" collection. Over the years the song has been covered by many artists such as former Spice Girls member Melanie C and Lulu, and the US band Breakfast Club.",0,0.0,FN,
halueval_hall_2017,HaluEval,qa,The Orford Express operates seasonally on a former railway line through Quebec's Eastern Townships that runs parallel to Sherbrooke.,1,factual,The Orford Express operates seasonally on a former line headquartered in what city?,"The Orford Express, a tourist train between Magog and Sherbrooke, Quebec, operates seasonally on the former Montreal, Maine and Atlantic Railway line through Quebec's Eastern Townships. It was headquartered in Hermon, Maine.",0,0.0,FN,
halueval_hall_2436,HaluEval,qa,"Southbank had a population of 11,235.",1,factual,The inner urban neighbourhood Eureka Tower is in had a population of what in 2011?,"Eureka Tower is a 297.3 m skyscraper located in the Southbank precinct of Melbourne, Victoria, Australia.Southbank is an inner urban neighbourhood of Melbourne, Victoria, Australia, 1 km south of Melbourne's central business district. Its local government area are the Cities of Melbourne and Port Phillip. At the 2011 Census, Southbank had a population of 11,235.",0,0.0,FN,
halueval_hall_6703,HaluEval,qa,The winning pair skating team of the 1971 Prize of Moscow News were granted citizenship by the Soviet Union.,1,factual,What country granted citizenship to the winning pair skating team of the 1971 Prize of Moscow News?,"The 1971 Prize of Moscow News was the sixth edition of an international figure skating competition organized in Moscow, Soviet Union. Olympic champions Ludmila Belousova / Oleg Protopopov won the pairs' title, defeating two pairs who had beaten them a year earlier.Ludmila Yevgenyevna Belousova (Russian: Людмила Евгеньевна Белоусова ; 22 November 1935 – 29 September 2017) was a Russian pair skater who represented the Soviet Union. In 1979 the pair defected to Switzerland and became Swiss citizens in 1995.",0,0.0,FN,
halueval_right_5638,HaluEval,qa,no,0,none,Were the bands Too Much Joy and The Jesus and Mary Chain formed in the same country?,"The band formed in the early 1980s in Scarsdale, New York.The Jesus and Mary Chain are a Scottish alternative rock band formed in East Kilbride in 1983.",1,0.3,FP,knowledge
halueval_hall_6063,HaluEval,qa,"Gentleman Jim wrote ""Mexican Joe"".",1,factual,"Which song ,written by Mitchell Torok , catapulted ""Gentleman Jim"" to stardom?","He also wrote ""Mexican Joe"", which catapulted Jim Reeves to stardom. Known as ""Gentleman Jim"", his songs continued to chart for years after his death.",0,0.0,FN,
halueval_right_9004,HaluEval,qa,yes,0,none,Are Buster Bloodvessel and Jonathan Davis both frontmen for their respective bands?,"Douglas Trendle (born 6 September 1958), better known as Buster Bloodvessel, is an English singer and the frontman of the ska revival band Bad Manners.Jonathan Howsmon Davis (born January 18, 1971), also known as JD and JDevil (or J Devil), is an American musician best known as the leading vocalist and frontman of the nu metal band Korn.",1,0.27,FP,knowledge
halueval_hall_3094,HaluEval,qa,"""Give Me Everything"" by Pitbull featuring Ne-Yo, Afrojack and Nayer was produced by an unknown artist.",1,factual,Mexico Airplay had a first number-one song in 2011 of the song produced by whom?,"According to ""Billboard""' s electronic database, the first chart was published on October 1, 2011 with ""Give Me Everything"" by Cuban-American rapper Pitbull featuring Ne-Yo, Afrojack and Nayer, at number-one. Produced by Afrojack, it was released on March 18, 2011, as the second single from Pitbull's sixth studio album, ""Planet Pit"" (2011). """,0,0.03,FN,citation
halueval_hall_1987,HaluEval,qa,Tuberaria is a plant genus while Chimonobambusa is a bamboo genus.,1,factual,Are both Tuberaria and Chimonobambusa genus of plants?,"Tuberaria is a genus of about 12 species of annual or perennial plants in the rockrose family Cistaceae, native to western and southern Europe.Chimonobambusa is a genus of East Asian bamboo in the grass family.",0,0.0,FN,
halueval_hall_7450,HaluEval,qa,Adam Neumann is the founder of a shared workspace company.,1,factual,"Adam Neumann, is an Israeli self made billionaire founder, of which American company?","Adam Neumann (born, 1979) is an Israeli self made billionaire founder of WeWork.WeWork is an American company which provides shared workspace, community, and services for entrepreneurs, freelancers, startups and small businesses.",0,0.0,FN,
halueval_right_5194,HaluEval,qa,yes,0,none,Are Mertensia and Sasa plants from differing genuses?,"Mertensia is a genus of flowering plants in the family Boraginaceae.Sasa (Japanese: ササ or 笹 ), also called broad-leaf bamboo, is a genus of running bamboo.",1,0.27,FP,knowledge
halueval_hall_6410,HaluEval,qa,Susan Straight was also known for playwright.,1,factual,"Which author was also a playwright, Susan Straight or Iris Rainer Dart.","Susan Straight (born October 19, 1960) is an American writer.Iris Rainer Dart (born March 3, 1944) is an American author and playwright for television and the stage.",0,0.0,FN,
halueval_hall_9760,HaluEval,qa,Jameis Winston is a retired NFL quarterback.,1,factual,What 2014 Heisman Trophy winner was a first round pick by the Tampa Bay Buccaneers in the 2015?,The offseason was marked by the draft selection of All-American Florida State quarterback Jameis Winston first overall in the 2015 NFL Draft. Winston played college football for the Florida State Seminoles and as a Redshirt freshman became the youngest player to win the Heisman Trophy and helped lead the Seminoles to a victory in the 2014 BCS National Championship Game.,0,0.0,FN,
halueval_hall_442,HaluEval,qa,Citrix Systems is focused on virtualization.,1,factual,"Are both Nasdaq, Inc. and Citrix Systems catering to the same customer bases?","Nasdaq, Inc. is an American multinational financial services corporation that owns and operates (and is listed on) the NASDAQ (formerly National Association of Securities Dealers Automated Quotations) stock market and eight European stock exchanges, namely Armenian Stock Exchange, Copenhagen Stock Exchange, Helsinki Stock Exchange, Iceland Stock Exchange, Riga Stock Exchange, Stockholm Stock Exchange, Tallinn Stock Exchange, and NASDAQ OMX Vilnius.Citrix Systems, Inc. is an American multinational software company that provides server, application and desktop virtualization, networking, software as a service (SaaS), and cloud computing technologies.",0,0.0,FN,
halueval_hall_5777,HaluEval,qa,Hans Behrendt directed more films.,1,factual,"Who directed more films, Edward H. Griffith or Hans Behrendt?","Edward H. Griffith (August 23, 1888 – March 3, 1975) (""Also Known As: E H Griffith, Lieut. Edward H. Griffith, Edward Griffith, E. H. Griffith"") was an American motion picture director, screenwriter, and producer. He directed 61 films from 1917 to 1946.Hans Behrendt (28 September 1889 – 1942) was a German actor, screenwriter and film director.",0,0.0,FN,
halueval_hall_5760,HaluEval,qa,Hans Werner Henze was born first.,1,factual,"Which composer was born first, Antonio Salieri or Hans Werner Henze?","Antonio Salieri (] ; 18 August 17507 May 1825) was an Italian classical composer, conductor, and teacher.Hans Werner Henze (1 July 1926 – 27 October 2012) was a German composer.",0,0.0,FN,
halueval_hall_630,HaluEval,qa,"""Your Love Had Taken Me That High"" is a song recorded by a singer who had received many awards for his/her duets with Conway Twitty.",1,factual,"""Your Love Had Taken Me That High"" is a song recorded by a singer that received a string of Country Music Association awards for duets with who?","""Your Love Had Taken Me That High"" is a song written by Jack Dunham and Galen Raye, and recorded by American country music artist Conway Twitty.Conway Twitty (born Harold Lloyd Jenkins; September 1, 1933 – June 5, 1993) was an American country music singer. From 1971 to 1976, Twitty received a string of Country Music Association awards for duets with Loretta Lynn.",0,0.0,FN,
halueval_hall_1800,HaluEval,qa,Leucospermum has two species.,1,factual,"Which genus contains two species of flowering plants in the family Hamamelidecease, Disanthus or Leucospermum?","Disanthus is a genus containing two species of flowering plants in the family Hamamelidaceae.Leucospermum (Pincushion, Pincushion Protea or Leucospermum) is a genus of about 50 species of flowering plants in the family Proteaceae, native to Zimbabwe and South Africa, where they occupy a variety of habitats, including scrub, forest, and mountain slopes.",0,0.0,FN,
halueval_right_9762,HaluEval,qa,yes,0,none,are Il re pastore and King Priam both Operas ?,"Il re pastore (""The Shepherd King"") is an opera, K. 208, written by Wolfgang Amadeus Mozart to an Italian libretto by Metastasio, edited by Giambattista Varesco.King Priam is an opera by Michael Tippett, to his own libretto.",1,0.27,FP,knowledge
halueval_hall_4514,HaluEval,qa,Matilda Bay Brewing Company.,1,factual,"Café Oz Australian Bar is an Australian themed pub and restaurant in France, the food menu offers also Australian cuisine themed food such as Little Creatures Pale Ale, from which Australian brewing company based in Fremantle, Western Australia, originally established in 2000, by the original brewers of the Matilda Bay Brewing Company?","The food menu offers also Australian cuisine themed food such as kangaroo burgers, steaks Australian Wild Boar Burgers, Barramundi Fish and Chips and homemade Meat pies and beer like Coopers, Victoria Bitter, Little Creatures Pale Ale and Bundaberg Rum, Bundaberg Ginger Beer.Little Creatures is an Australian brewing company based in Fremantle, Western Australia, originally established in 2000 by the original brewers of the Matilda Bay Brewing Company.",0,0.0,FN,
halueval_hall_9660,HaluEval,qa,Eric Hilton founded ESL Music with his cousin.,1,factual,"Who did Eric Hilton found ESL Music, the independent record label in Washington DC, with?","Eighteenth Street Lounge Music (ESL Music) is an independent record label based in Washington, D.C. founded by Rob Garza and Eric Hilton in 1996.Eric Michael Hilton (July 1, 1933 – December 10, 2016) was an American heir, hotelier, and philanthropist.",0,0.0,FN,
halueval_hall_7048,HaluEval,qa,"The cover depicts Big Ben, implying the spy novel is about the clock tower of the Palace of Westminster.",1,factual,"The Defector is a 2009 spy novel by who, the cover depicts the Houses of Parliament and Big Ben, the nickname for the Great Bell of the clock at the north end of the Palace of Westminster in London and is usually extended to refer to both the clock and the clock tower as well?",The Defector is a 2009 spy novel by Daniel Silva.Big Ben is the nickname for the Great Bell of the clock at the north end of the Palace of Westminster in London and is usually extended to refer to both the clock and the clock tower as well.,0,0.0,FN,
halueval_right_6195,HaluEval,qa,no,0,none,Were the bands Rapeman and Chumbawamba founded in the same country?,Rapeman was an American rock band founded in 1987 and disbanded in 1989.Chumbawamba were a British rock band that formed in 1982 and had major success until their final performances in 2012.,1,0.3,FP,knowledge
halueval_right_5137,HaluEval,qa,yes,0,none,Were H. P. Lovecraft and John Updike the same nationality?,"Howard Phillips Lovecraft ( ; August 20, 1890 – March 15, 1937) was an American author who achieved posthumous fame through his influential works of horror fiction.John Hoyer Updike (March 18, 1932 – January 27, 2009) was an American novelist, poet, short story writer, art critic, and literary critic.",1,0.27,FP,knowledge
halueval_hall_7848,HaluEval,qa,Ronald Dworkin was a legal scholar.,1,factual,Who is Ronald Dworkin?,"In philosophy of law, law as integrity is a theory of law put forward by the legal philosopher Ronald Dworkin.Ronald Myles Dworkin, FBA ( ; December 11, 1931 – February 14, 2013) was an American philosopher, jurist, and scholar of United States constitutional law.",0,0.0,FN,
halueval_hall_8642,HaluEval,qa,Evison Matafale was the founder and leader of a metal band.,1,factual,Evison Matafale was the founder and leader of a band whose genre was effectively named by a 1968 single by what band?,"Evison Matafale (died 27 November 2001) was a Malawian Rastafarian whose music rose to popularity in Malawi. He was the founder and leader of the Reggae band Black Missionaries.Reggae ( ) is a music genre that originated in Jamaica in the late 1960s. A 1968 single by Toots and the Maytals, ""Do the Reggay"" was the first popular song to use the word ""reggae,"" effectively naming the genre and introducing it to a global audience.",0,0.0,FN,
halueval_hall_4857,HaluEval,qa,"In her book Dark Money, Jane Mayer particularly discussed the political activities of the wealthy DeVos family.",1,factual,Which family does the writer particularly discussed about their political activities in his book Dark Money?,"Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right (2016) is a non-fiction book written by the American investigative journalist Jane Mayer, about a network of extremely wealthy conservative libertarians, foremost among them Charles and David Koch, who have together funded an array of organizations that work in tandem to influence academic institutions, think tanks, the courts, statehouses, Congress, and the American presidency for their own benefit. Mayer particularly discusses the Koch family and their political activities, along with Richard Mellon Scaife and John M. Olin who funded the American Legislative Exchange Council (ALEC), and the DeVos and Coors families.The political activities of the Koch brothers include the financial and political influence of Charles G. and David H. Koch on United States politics.",0,0.0,FN,
halueval_right_5588,HaluEval,qa,Sinai and Palestine Campaign,0,none,Seven Pillars of Wisdom was about the archaeologist who was a liaison during what campaign?,"Seven Pillars of Wisdom is the autobiographical account of the experiences of British soldier T. E. Lawrence (""Lawrence of Arabia""), while serving as a liaison officer with rebel forces during the Arab Revolt against the Ottoman Turks of 1916 to 1918.Thomas Edward Lawrence, (16 August 1888 – 19 May 1935) was a British archaeologist, military officer, diplomat, and writer. He was renowned for his liaison role during the Sinai and Palestine Campaign and the Arab Revolt against the Ottoman Empire during the First World War.",1,0.096,FP,temporal
halueval_right_376,HaluEval,qa,Hey Monday,0,none,"What other band was featured on the cover page of the Alternative Press magazine for the ""100 Bands You Need to Know in 2010"" alongside The Cab discography and Never Shout Never?","American rock band The Cab has released two studio albums, four extended plays, nine singles and eight music videos. They have been called ""The Band You Need to Know 2008"" by ""Alternative Press"" magazine. They were also featured in the '100 Bands You Need to Know in 2010' by the magazine and were one of the three bands featured on the cover page, along with Never Shout Never and Hey Monday.Never Shout Never is an American rock band formed in Joplin, Missouri in 2007.",1,0.112,FP,contradiction
halueval_hall_6107,HaluEval,qa,"No, ""This Divided State"" is not a documentary film.",1,factual,"Are ""The Man Who Skied Down Everest"" and ""This Divided State"" both documentary films?","The Man Who Skied Down Everest is a documentary about Yuichiro Miura, a Japanese alpinist who skied down Mt. Everest in 1970. The film was produced by Canadian film maker Budge Crawley.This Divided State is a documentary film by first-time filmmaker Steven Greenstreet that details the conflict that erupted at Utah Valley State College, now called Utah Valley University, when controversial figure Michael Moore was scheduled to come speak on campus shortly before the 2004 presidential election.",0,0.0,FN,
halueval_hall_8896,HaluEval,qa,Noradrenaline is released by chromaffin cells.,1,factual,What hormone produced by both the adrenal glands and certain neurons is released by chromaffin cells?,"The chromaffin cells release catecholamines: ~80% of Adrenaline (Epinephrine) and ~20% of Noradrenaline (Norepinephrine) into systemic circulation for systemic effects on multiple organs (similarly to secretory neurones of the hypothalamus), and can also send paracrine signals.Epinephrine, also known as adrenalin or adrenaline, is a hormone, neurotransmitter, and medication. Epinephrine is normally produced by both the adrenal glands and certain neurons.",0,0.0,FN,
halueval_hall_9314,HaluEval,qa,King Charles was with Derrick Sherman.,1,factual,"In between Brand New and King Charles which included Derrick Sherman (guitar, backing vocals, keyboards)?","Brand New is an American rock band from Long Island, New York. From 2005 until 2013 the band also included Derrick Sherman (guitar, backing vocals, keyboards).King Charles (born Charles Costa, 6 May 1985) is a singer-songwriter from West London.",0,0.0,FN,
halueval_hall_7688,HaluEval,qa,The movie is based on the career of a drug trafficker from Harlem.,1,factual,American Gangster is fictionally based on the career of which Harlem-based drug trafficker?,"The film is fictionally based on the criminal career of Frank Lucas, a gangster from La Grange, North Carolina who smuggled heroin into the United States on American service planes returning from the Vietnam War, before being detained by a task force led by detective Richie Roberts.Frank Lucas (born September 9, 1930) is an American former drug trafficker, who operated in Harlem during the late 1960s and early 1970s.",0,0.0,FN,
halueval_hall_2070,HaluEval,qa,"Carlos Menem won, but pulled out.",1,factual,What former Governor of Santa Cruz won after a runoff was canceled?,"The Presidency of Néstor Kirchner began on May 25, 2003, when he became President of Argentina. He was the Governor of Santa Cruz during the 2003 general election, he was elected second to Carlos Menem but became president when Menem refused to go for a required runoff election.Argentina held presidential and parliamentary elections on Sunday, April 27, 2003. Turnout was 78.2%. No one presidential candidate gained enough votes to win outright, but the scheduled runoff was canceled when first-round winner Carlos Menem pulled out, handing the presidency to runner-up Néstor Kirchner.",0,0.0,FN,
halueval_hall_1795,HaluEval,qa,"Joan Le Mesurier played Grace Middleton in ""The Village"".",1,factual,"Which BBC drama would be referenced in the biographical television film, Hancock and Joan?","Hancock and Joan is a 2008 British biographical television film based on the affair between the comedian Tony Hancock and Joan Le Mesurier, the third wife of actor John Le Mesurier. She has since played Veronica Ball in Channel 4's Manchester-based comedy drama series ""Shameless"", barrister Martha Costello in the BBC legal drama ""Silk"" and Grace Middleton in ""The Village"".",0,0.03,FN,citation
halueval_right_9395,HaluEval,qa,French,0,none,What country of origin does Vichy France and Philippe Pétain have in common?,"Vichy France (French: ""Régime de Vichy"" ) is the common name of the French State (""État français"") headed by Marshal Philippe Pétain during World War II.Henri Philippe Benoni Omer Joseph Pétain (24 April 1856 – 23 July 1951), generally known as Philippe Pétain (] ) or Marshal Pétain (""Maréchal Pétain""), was a French general who reached the distinction of Marshal of France, and later served as the Chief of State of Vichy France also known as Nationalist France or the French State ""(Chef de l'État Français)"", from 1940 to 1944.",1,0.096,FP,temporal
halueval_hall_3169,HaluEval,qa,"Drowning Pool is from Dallas, Texas.",1,factual,"Where does the American rock band Drowning Pool, named after a movie, who feature on the official soundtrack for the film 'The Punisher', hail from?","The Punisher: The Album is the official soundtrack for the film ""The Punisher"" and was released in 2004 by Wind-up Records. Its lead singles were ""Broken"" by Seether and Evanescence frontwoman Amy Lee, ""Step Up"" by Drowning Pool, and ""Eyes Wired Shut"" by Edgewater, all of which have accompanying music videos.Drowning Pool is an American rock band formed in Dallas, Texas in 1996. The band was named after the film ""The Drowning Pool"".",0,0.0,FN,
halueval_right_3668,HaluEval,qa,sister company,0,none,Kalitta Charters is what to Kalitta Air ?,"""Not to be confused with the Kalitta Air division, Kalitta Charters.""""Not to be confused with sister company, Kalitta Air.""",1,0.112,FP,contradiction
halueval_hall_7191,HaluEval,qa,The actor was born in September.,1,factual,What year was the actor born who portrayed the character that was a small-time pot dealer in We're the Millers?,"Daniel Jason Sudeikis ( ; born September 18, 1975) is an American actor, comedian and screenwriter. The plot follows a small-time pot dealer (Sudeikis) who convinces his neighbors to create a fake family, in order to smuggle in drugs from Mexico onto US soil.",0,0.0,FN,
halueval_hall_8968,HaluEval,qa,Cabañeros National Park is located in Tenerife.,1,factual,"Which is located in Tenerife (Canary Islands, Spain) Teide National Park or Cabañeros National Park?","Cabañeros National Park (in Spanish: ""Parque Nacional de Cabañeros"") is a national park in the Montes de Toledo, Spain.Teide National Park (Spanish: ""Parque nacional del Teide"" , ] ) is a national park located in Tenerife (Canary Islands, Spain).",0,0.0,FN,
halueval_right_7020,HaluEval,qa,Connemara,0,none,"What cultural region in County Galway, Ireland, is where Irish writer of thrillers and television screenplays, Manning O'Brine, was born?","Manning O'Brine was an Irish writer of thrillers and television screenplays about whom surprisingly little is known. His date of birth is uncertain: at least one authoritative source gives it as 1915; the dust jacket of his last American publication, however, says that he was born in Connemara, Ireland, in 1913 with dual Irish and Italian citizenship.Connemara (Irish: ""Conamara"" ; ] ) is a cultural region in County Galway, Ireland.",1,0.096,FP,temporal
halueval_hall_3031,HaluEval,qa,Bryan Brown directed Give My Regards to Broad Street.,1,factual,Bryan Brown performed in what 1984 British musical drama that was directed by Peter Webb?,"He has performed in over eighty film and television projects since the late 1970s, both in his native Australia and abroad. Notable films include ""Breaker Morant"" (1980), ""Give My Regards to Broad Street"" (1984), ""F/X"" (1986), ""Cocktail"" (1988), ""Gorillas in the Mist"" (1988), ""F/X2"" (1991), ""Along Came Polly"" (2004), ""Australia"" (2008), ""Kill Me Three Times"" (2014) and ""Gods of Egypt"" (2016).Give My Regards to Broad Street is a 1984 British musical drama film directed by Peter Webb, which starred Paul McCartney, Bryan Brown and Ringo Starr.",0,0.0,FN,
halueval_hall_3962,HaluEval,qa,Abdi İpekçi Arena is older.,1,factual,"Which building is older, the Mısır Apartment or the Abdi İpekçi Arena?","The Mısır Apartment or Mısır Apartmanı (Turkish for ""Egypt Apartment"") is a famed historical building on the renowned İstiklal Avenue in the Beyoğlu district of Istanbul, Turkey.Abdi İpekçi Arena, formerly known as Abdi İpekçi Sports Complex, is a multi-purpose indoor arena located in the Zeytinburnu district of Istanbul, Turkey, situated just outside the ancient city walls in Yedikule.",0,0.0,FN,
halueval_hall_1223,HaluEval,qa,Youssef Chahine directed comedy films.,1,factual,Are Youssef Chahine and Gordon Douglas both directors?,"Youssef Chahine (Arabic: يوسف شاهين‎ ‎ ; 25 January 1926 – 27 July 2008) was an Egyptian film director, he was active in the Egyptian film industry from 1950 until his death.Gordon Douglas (December 15, 1907 – September 29, 1993) was an American film director, who directed many different genres of films over the course of a five-decade career in motion pictures.",0,0.0,FN,
halueval_hall_1602,HaluEval,qa,"Beverley Knight MBE is an English recording artist heavily influenced by an American singer, songwriter, and actor.",1,factual,"Beverley Knight MBE is an English recording artist heavily influenced by an American singer, songwriter, and what?","Beverley Knight MBE (born Beverley Anne Smith on 22 March 1973) is an English recording artist, radio presenter and musical theatre actress who released her debut album, ""The B-Funk"", in 1995. Heavily influenced by American soul music icons such as Sam Cooke and Aretha Franklin, Knight has released eight studio albums to date.Samuel Dale ""Sam"" Cook (January 22, 1931 – December 11, 1964), was an American singer, songwriter, and entrepreneur.",0,0.0,FN,
halueval_hall_2555,HaluEval,qa,"KLCC District Cooling provides district cooling for several commercial and religious buildings in Kuala Lumpur, Malaysia, including Suria KLCC.",1,factual,"What shopping centre located in Kuala Lumpur, Malaysia does KLCC District Cooling provide district cooling for?","KLCC District Cooling is a building that is used to provide district cooling for the KLCC vicinity. It is a 30,000 ton gas-powered turbine-driven chilled water unit providing cool air not only to Petronas Twin Towers and Suria KLCC, but also to Maxis Tower, Menara Exxon Mobil, Kuala Lumpur Convention Centre, and Mandarin Oriental Kuala Lumpur as well as As Syakirin Mosque.Suria KLCC is a shopping centre located in central Kuala Lumpur, Malaysia.",0,0.0,FN,
halueval_hall_5785,HaluEval,qa,Timothy Reid McClelland called many important games including the Kansas City Royals vs. New York Yankees game.,1,factual,Timothy Reid McClelland many important games including one played between the Kansas City Royals and New York Yankees on what date?,"Timothy Reid McClelland (born December 12, 1951) is a former umpire in Major League Baseball who worked in the American League from 1983 to 1999 and throughout both leagues from 2000 until his retirement prior to the 2015 season. He has called many important games, from post-season games to the George Brett ""Pine Tar"" game in .The Pine Tar Incident (also known as the Pine Tar Game) was a controversial incident during an American League Baseball game played between the Kansas City Royals and New York Yankees on July 24, 1983, at Yankee Stadium in New York City.",0,0.0,FN,
halueval_hall_4355,HaluEval,qa,Yahya Al Bishri has designed garments for former King Abdullah.,1,factual,Yahya Al Bishri has designed garments for a King who passed away in which year ?,"Yahya Al Bishri is a Saudi fashion designer. He has designed garments for King Abdullah and royal families around the world such as Princess Diana.Abdullah bin Abdulaziz Al Saud (Arabic: عبدالله بن عبدالعزيز آل سعود‎ ‎ , ""‘Abd Allāh ibn ‘Abd al-‘Azīz Āl Sa‘ūd "", ] ; 1 August 1924 – 23 January 2015) was King of Saudi Arabia and Custodian of the Two Holy Mosques from 2005 to his death in 2015.",0,0.0,FN,
halueval_hall_6662,HaluEval,qa,"The grapheme 'P' is still in use as a letter in some languages, including Danish, Norwegian, and Icelandic that the Old English Latin alphabet had.",1,factual,"What is this grapheme still in use as a letter in some languages, including Danish, Norwegian, and Icelandic that the Old English Latin alphabet had?","The Old English Latin alphabet—though it had no standard orthography—generally consisted of 24 letters, and was used for writing Old English from the 9th to the 12th centuries. Of these letters, 20 were directly adopted from the Latin alphabet, two were modified Latin letters (Æ, Ð), and two developed from the runic alphabet (Ƿ, Þ). It has been promoted to the full status of a letter in the alphabets of some languages, including Danish, Norwegian, Icelandic, and Faroese.",0,0.0,FN,
